"period","month","day","airline","src","dst","distance","SrcWeather","DstWeather","arrivalDelay"
"summer","August","Wednesday","Israir Airlines (Future Peace Partnership Livery)","Montenegro","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","El Al","United States","Israel","long","Clear",,"heavy delay"
"summer","August","Wednesday","El Al","Spain","Israel","mid","Clear",,"on time"
"summer","August","Wednesday","NetJets Europe","Italy","Israel","mid","Sunny",,"on time"
"summer","August","Wednesday","El Al","Netherlands","Israel","mid","Clear",,"slight delay"
"summer","August","Wednesday","El Al","Switzerland","Israel","mid","Fog",,"on time"
"summer","August","Wednesday","Smartwings","Czechia","Israel","mid","Fog",,"heavy delay"
"summer","August","Wednesday","Lufthansa","Germany","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Air India (Mahatma Gandhi Livery)","India","Israel","long","Mist",,"on time"
"summer","August","Wednesday","United Airlines","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Wednesday","AnadoluJet","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","AnadoluJet","Turkey","Israel","short","Light rain",,"heavy delay"
"summer","August","Wednesday","Smartwings","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","Tus Airways","Greece","Israel","short","Moderate or heavy rain shower",,"slight delay"
"summer","August","Wednesday","SmartWings","Italy","Israel","mid","Sunny",,"slight delay"
"summer","August","Thursday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Thursday","Pegasus","Turkey","Israel","short","Light rain",,"on time"
"summer","August","Wednesday","El Al","Romania","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Lufthansa Cargo","Germany","Israel","mid","Sunny",,"on time"
"summer","August","Wednesday","El Al","Czechia","Israel","mid","Fog",,"on time"
"summer","August","Thursday","Smartwings","Czechia","Israel","mid","Fog",,"on time"
"summer","August","Wednesday","Tus Airways","Italy","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Neos","Portugal","Israel","long","Partly cloudy",,"on time"
"summer","August","Thursday","El Al","Italy","Israel","mid","Sunny",,"on time"
"summer","August","Thursday","Neos","Italy","Israel","mid","Sunny",,"on time"
"summer","August","Thursday","Wizz Air","Cyprus","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Tuesday","El Al","Czechia","Israel","mid","Fog",,"on time"
"summer","August","Wednesday","El Al","Italy","Israel","mid","Clear",,"slight delay"
"summer","August","Wednesday","El Al","South Africa","Israel","long","Clear",,"slight delay"
"summer","August","Wednesday","El Al","United Kingdom","Israel","long","Patchy light rain with thunder",,"on time"
"summer","August","Tuesday","Wizz Air","Hungary","Israel","mid","Clear",,"slight delay"
"summer","August","Tuesday","Wizz Air","Bulgaria","Israel","short","Sunny",,"on time"
"summer","August","Tuesday","Wizz Air","Romania","Israel","mid","Sunny",,"on time"
"summer","August","Wednesday","Ryanair","Bulgaria","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Wednesday","El Al","France","Israel","mid","Clear",,"heavy delay"
"summer","August","Tuesday","Smartwings","Croatia","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Wednesday","Royal Air Maroc","Morocco","Israel","long","Overcast",,"on time"
"summer","August","Wednesday","Tus Airways","Cyprus","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Tuesday","El Al","United Kingdom","Israel","long","Patchy light rain with thunder",,"on time"
"summer","August","Tuesday","El Al","Italy","Israel","mid","Sunny",,"on time"
"summer","August","Tuesday","British Airways","United Kingdom","Israel","long","Patchy light rain with thunder",,"on time"
"summer","August","Wednesday","Pegasus","Turkey","Israel","short","Light rain",,"on time"
"summer","August","Tuesday","LOT","Poland","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Swiss","Switzerland","Israel","mid","Fog",,"slight delay"
"summer","August","Wednesday","Pegasus","Turkey","Israel","short","Light rain",,"slight delay"
"summer","August","Wednesday","El Al","Morocco","Israel","long","Clear",,"on time"
"summer","August","Wednesday","Pegasus","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","Pegasus","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Tuesday","El Al","Romania","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Ryanair","Cyprus","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","El Al","Greece","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Wednesday","Ryanair","Italy","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Wednesday","American Airlines","United States","Israel","long","Clear",,"slight delay"
"summer","August","Wednesday","ITA Airways","Italy","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Aegean Airlines","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","British Airways","United Kingdom","Israel","long","Patchy light rain with thunder",,"on time"
"summer","August","Wednesday","Brussels Airlines","Belgium","Israel","mid","Clear",,"slight delay"
"summer","August","Wednesday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","flydubai","United Arab Emirates","Israel","mid","Sunny",,"on time"
"summer","August","Wednesday","JetStream","Hungary","Israel","mid","Clear",,"slight delay"
"summer","August","Wednesday","Ryanair","Italy","Israel","mid","Sunny",,"on time"
"summer","August","Wednesday","El Al","United Kingdom","Israel","long","Patchy light rain with thunder",,"slight delay"
"summer","August","Wednesday","Lufthansa","Germany","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Lauda Europe","Austria","Israel","mid","Light rain",,"slight delay"
"summer","August","Thursday","Air Europa","Spain","Israel","mid","Patchy rain possible",,"on time"
"summer","August","Wednesday","EgyptAir","Egypt","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","Ryanair","Greece","Israel","short","Patchy rain possible",,"on time"
"summer","August","Wednesday","Lauda Europe","Austria","Israel","mid","Light rain",,"heavy delay"
"summer","August","Wednesday","Georgian Airways","Georgia","Israel","short","Sunny",,"slight delay"
"summer","August","Wednesday","Bluebird Airways","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","Finnair","Finland","Israel","mid","Partly cloudy",,"on time"
"summer","August","Wednesday","Pegasus","Turkey","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","Ryanair","Greece","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Wednesday","Ryanair","Cyprus","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","El Al","Belgium","Israel","mid","Clear",,"slight delay"
"summer","August","Wednesday","Pegasus","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Thursday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Thursday","Corendon Airlines","Turkey","Israel","short","Light rain",,"heavy delay"
"summer","August","Wednesday","Arkia Israeli Airlines","France","Israel","mid","Clear",,"heavy delay"
"summer","August","Thursday","Aegean Airlines","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Thursday","Vueling","Spain","Israel","mid","Clear",,"on time"
"summer","August","Thursday","LOT","Poland","Israel","mid","Sunny",,"heavy delay"
"summer","August","Wednesday","El Al","Thailand","Israel","long","Light rain",,"on time"
"summer","August","Thursday","El Al","United Kingdom","Israel","long","Patchy light rain with thunder",,"on time"
"summer","August","Tuesday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Tuesday","Tus Airways","Italy","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","FedEx","Germany","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","AirACT","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","ITA Airways","Italy","Israel","mid","Sunny",,"on time"
"summer","August","Tuesday","Blue Air","Romania","Israel","mid","Sunny",,"slight delay"
"summer","August","Tuesday","Wizz Air","United Kingdom","Israel","long","Patchy light rain with thunder",,"heavy delay"
"summer","August","Wednesday","LOT","Poland","Israel","mid","Sunny",,"slight delay"
"summer","August","Tuesday","Pegasus","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Tuesday","Pegasus","Turkey","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","Israir Airlines","Slovenia","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Tuesday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Tuesday","El Al","Italy","Israel","mid","Clear",,"heavy delay"
"summer","August","Wednesday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","Neos","Italy","Israel","mid","Sunny",,"on time"
"summer","August","Tuesday","El Al","Netherlands","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","Neos","Portugal","Israel","long","Partly cloudy",,"on time"
"summer","August","Wednesday","Ethiopian Airlines","Ethiopia","Israel","mid","Mist",,"on time"
"summer","August","Wednesday","Smartwings","Czechia","Israel","mid","Fog",,"slight delay"
"summer","August","Wednesday","Etihad Airways (Abu Dhabi Grand Prix Livery)","United Arab Emirates","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Israir Airlines","Azerbaijan","Israel","mid","Sunny",,"heavy delay"
"summer","August","Wednesday","Israir Airlines (Israel-UAE Agreement Livery)","Georgia","Israel","short","Sunny",,"slight delay"
"summer","August","Wednesday","Wizz Air","Hungary","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","El Al","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Wednesday","Ryanair","Cyprus","Israel","short","Partly cloudy",,"on time"
"summer","August","Tuesday","Delta Air Lines","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Wednesday","Wizz Air","Bulgaria","Israel","mid","Partly cloudy",,"on time"
"summer","August","Wednesday","El Al","Cyprus","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","Arkia Israeli Airlines","Cyprus","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","Lufthansa","Germany","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Smartwings","Serbia","Israel","mid","Mist",,"heavy delay"
"summer","August","Wednesday","SmartWings","Georgia","Israel","short","Sunny",,"slight delay"
"summer","August","Wednesday","Smartwings","Greece","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Wednesday","Transavia","France","Israel","mid","Clear",,"heavy delay"
"summer","August","Wednesday","Wizz Air","Lithuania","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Israir Airlines (Israel-UAE Agreement Livery)","Czechia","Israel","mid","Fog",,"heavy delay"
"summer","August","Wednesday","LEVEL","Spain","Israel","long","Clear",,"on time"
"summer","August","Wednesday","Tus Airways","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","Royal Jordanian","Jordan","Israel","short","Mist",,"on time"
"summer","August","Thursday","Aegean Airlines (Acropolis Museum Sticker)","Greece","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","British Airways","United Kingdom","Israel","long","Patchy light rain with thunder",,"on time"
"summer","August","Thursday","El Al","Hungary","Israel","mid","Sunny",,"on time"
"summer","August","Thursday","Ethiopian Airlines","Ethiopia","Israel","mid","Mist",,"on time"
"summer","August","Wednesday","Austrian Airlines","Austria","Israel","mid","Light rain",,"on time"
"summer","August","Wednesday","Wizz Air","United Kingdom","Israel","long","Patchy light rain with thunder",,"slight delay"
"summer","August","Wednesday","El Al","Cyprus","Israel","short","Partly cloudy",,"on time"
"summer","August","Wednesday","El Al","Italy","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","Turkish Airlines","Turkey","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Wednesday","El Al","Italy","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","El Al","Egypt","Israel","short","Sunny",,"heavy delay"
"summer","August","Wednesday","Tus Airways","Italy","Israel","mid","Sunny",,"slight delay"
"summer","August","Wednesday","El Al","Germany","Israel","mid","Mist",,"on time"
"summer","August","Wednesday","Lufthansa","Germany","Israel","mid","Sunny",,"on time"
"summer","August","Wednesday","Emirates","United Arab Emirates","Israel","mid","Sunny",,"on time"
"summer","August","Wednesday","El Al","Netherlands","Israel","mid","Clear",,"on time"
"summer","August","Wednesday","KLM","Netherlands","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","Transavia","France","Israel","mid","Clear",,"on time"
"summer","August","Wednesday","El Al","Hungary","Israel","mid","Sunny",,"on time"
"summer","August","Thursday","Virgin Atlantic","United Kingdom","Israel","long","Patchy light rain with thunder",,"slight delay"
"summer","August","Thursday","El Al","Portugal","Israel","long","Partly cloudy",,"on time"
"summer","August","Tuesday","United Airlines","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Wednesday","El Al (Retro Livery)","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","Turkish Airlines","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","El Al","United Kingdom","Israel","long","Clear",,"on time"
"summer","August","Monday","Air Canada","Canada","Israel","long","Partly cloudy",,"slight delay"
"summer","August","Monday","El Al","France","Israel","mid","Light rain",,"on time"
"summer","August","Monday","LOT","Poland","Israel","mid","Partly cloudy",,"on time"
"summer","August","Monday","Wizz Air","Poland","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Monday","Smartwings","Greece","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Monday","Air France","France","Israel","mid","Light rain",,"slight delay"
"summer","August","Monday","MNG Airlines","Turkey","Israel","short","Clear",,"heavy delay"
"summer","August","Monday","Wizz Air","Bulgaria","Israel","short","Clear",,"on time"
"summer","August","Monday","Israir Airlines (Future Peace Partnership Livery)","Montenegro","Israel","mid","Clear",,"on time"
"summer","August","Monday","easyJet","Germany","Israel","mid","Mist",,"on time"
"summer","August","Monday","Air Europa","Spain","Israel","long","Clear",,"on time"
"summer","August","Monday","VistaJet Malta","Greece","Israel","short","Partly cloudy",,"on time"
"summer","August","Monday","El Al","Italy","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Monday","El Al","Belgium","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Monday","El Al","Spain","Israel","mid","Clear",,"on time"
"summer","August","Monday","Transavia","France","Israel","mid","Moderate rain",,"heavy delay"
"summer","August","Monday","Swiss","Switzerland","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","El Al","Cyprus","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Austrian Airlines","Austria","Israel","mid","Clear",,"on time"
"summer","August","Monday","United Airlines","United States","Israel","long","Sunny",,"on time"
"summer","August","Monday","easyJet","United Kingdom","Israel","long","Clear",,"slight delay"
"summer","August","Monday","Ryanair","Germany","Israel","mid","Mist",,"slight delay"
"summer","August","Monday","flydubai","United Arab Emirates","Israel","mid","Sunny",,"on time"
"summer","August","Monday","AnadoluJet","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Blue Air","Romania","Israel","mid","Clear",,"heavy delay"
"summer","August","Monday","Georgian Airways","Georgia","Israel","short","Clear",,"on time"
"summer","August","Monday","Pegasus","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","flydubai","United Arab Emirates","Israel","mid","Sunny",,"on time"
"summer","August","Monday","flydubai","United Arab Emirates","Israel","mid","Sunny",,"slight delay"
"summer","August","Monday","Israir Airlines (Future Peace Partnership Livery)","Germany","Israel","mid","Mist",,"heavy delay"
"summer","August","Monday","Tus Airways","Greece","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Monday","El Al","Romania","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","Bulgaria Air","Bulgaria","Israel","mid","Clear",,"on time"
"summer","August","Monday","El Al","Italy","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","El Al","Hungary","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","El Al","Germany","Israel","mid","Mist",,"slight delay"
"summer","August","Monday","El Al","Netherlands","Israel","mid","Clear",,"slight delay"
"summer","August","Tuesday","Virgin Atlantic","United Kingdom","Israel","long","Clear",,"on time"
"summer","August","Tuesday","El Al","France","Israel","mid","Light rain",,"slight delay"
"summer","August","Monday","Wizz Air","United Kingdom","Israel","long","Clear",,"slight delay"
"summer","August","Monday","El Al","Portugal","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","Ryanair","Hungary","Israel","mid","Clear",,"slight delay"
"summer","August","Sunday","El Al","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","Uzbekistan Airways","Uzbekistan","Israel","mid","Sunny",,"on time"
"summer","August","Monday","Pegasus","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Wizz Air","Italy","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Wizz Air","Italy","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Air Canada","Canada","Israel","long","Clear",,"slight delay"
"summer","August","Monday","Transavia","Netherlands","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Etihad Airways","United Arab Emirates","Israel","mid","Sunny",,"on time"
"summer","August","Monday","Easyjet","Netherlands","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","El Al","United States","Israel","long","Partly cloudy",,"slight delay"
"summer","August","Monday","easyJet (Europcar Livery)","United Kingdom","Israel","long","Clear",,"on time"
"summer","August","Monday","Brussels Airlines","Belgium","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Monday","Transavia","France","Israel","mid","Light rain",,"on time"
"summer","August","Monday","FlexJet Operations Malta","Greece","Israel","short","Clear",,"slight delay"
"summer","August","Monday","El Al","France","Israel","mid","Light rain",,"slight delay"
"summer","August","Monday","El Al","Germany","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","American Airlines","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","El Al","Switzerland","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","American Airlines (Oneworld Livery)","United States","Israel","long","Clear",,"on time"
"summer","August","Monday","easyJet","France","Israel","mid","Light rain",,"on time"
"summer","August","Monday","Aegean Airlines","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","Smartwings","Greece","Israel","short","Partly cloudy",,"on time"
"summer","August","Monday","KLM (SkyTeam Livery)","Netherlands","Israel","mid","Clear",,"on time"
"summer","August","Monday","Ryanair","Greece","Israel","short","Clear",,"heavy delay"
"summer","August","Monday","Ryanair","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","El Al","United Kingdom","Israel","long","Clear",,"slight delay"
"summer","August","Monday","Tarom","Romania","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Turkish Airlines","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Royal Jordanian (Alia Retro Livery)","Jordan","Israel","short","Mist",,"on time"
"summer","August","Monday","Lufthansa","Germany","Israel","mid","Clear",,"heavy delay"
"summer","August","Monday","Austrian Airlines","Austria","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","Aegean Airlines","Greece","Israel","short","Partly cloudy",,"heavy delay"
"summer","August","Monday","El Al","Austria","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","Turkish Airlines","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Brussels Airlines (Star Alliance Livery)","Belgium","Israel","mid","Partly cloudy",,"on time"
"summer","August","Tuesday","Corendon Airlines","Turkey","Israel","short","Clear",,"on time"
"summer","August","Tuesday","Turkish Airlines","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Tuesday","LOT","Poland","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Tuesday","Croatia Airlines","Croatia","Israel","mid","Clear",,"slight delay"
"summer","August","Tuesday","El Al","United Kingdom","Israel","long","Clear",,"on time"
"summer","August","Sunday","El Al","United States","Israel","long","Clear",,"on time"
"summer","August","Monday","Tus Airways","Cyprus","Israel","short","Clear",,"on time"
"summer","August","Monday","Royal Air Maroc","Morocco","Israel","long","Clear",,"on time"
"summer","August","Monday","Ryanair","Hungary","Israel","mid","Clear",,"on time"
"summer","August","Monday","El Al","Switzerland","Israel","mid","Clear",,"on time"
"summer","August","Monday","Wizz Air","Hungary","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","United Airlines","United States","Israel","long","Clear",,"on time"
"summer","August","Monday","easyJet","Switzerland","Israel","mid","Clear",,"on time"
"summer","August","Monday","Delta Air Lines","United States","Israel","long","Partly cloudy",,"slight delay"
"summer","August","Monday","Ryanair","Cyprus","Israel","short","Clear",,"on time"
"summer","August","Monday","El Al","Greece","Israel","short","Partly cloudy",,"on time"
"summer","August","Monday","Smartwings","Italy","Israel","mid","Clear",,"heavy delay"
"summer","August","Monday","Turkish Airlines","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","AnadoluJet","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","","Switzerland","Israel","mid","Clear",,"slight delay"
"summer","August","Sunday","El Al","United States","Israel","long","Sunny",,"slight delay"
"summer","August","Monday","Israir Airlines (Future Peace Partnership Livery)","Georgia","Israel","short","Clear",,"slight delay"
"summer","August","Monday","El Al","United States","Israel","long","Partly cloudy",,"slight delay"
"summer","August","Monday","Tus Airways","Italy","Israel","mid","Clear",,"on time"
"summer","August","Monday","Israir Airlines","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","flydubai","United Arab Emirates","Israel","mid","Sunny",,"on time"
"summer","August","Monday","Turkish Airlines","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Smartwings","Spain","Israel","long","Clear",,"heavy delay"
"summer","August","Monday","TAP Air Portugal","Portugal","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","Smartwings","Cyprus","Israel","short","Clear",,"on time"
"summer","August","Monday","El Al","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","Bluebird Airways","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","AnadoluJet","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","El Al","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","El Al","Russia","Israel","mid","Clear",,"on time"
"summer","August","Monday","AnadoluJet","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Israir Airlines (Israel-UAE Agreement Livery)","Greece","Israel","short","Partly cloudy",,"on time"
"summer","August","Monday","Transavia","France","Israel","mid","Light rain",,"slight delay"
"summer","August","Monday","British Airways","United Kingdom","Israel","long","Clear",,"on time"
"summer","August","Monday","Neos","Italy","Israel","mid","Clear",,"on time"
"summer","August","Monday","Arkia Israeli Airlines","Netherlands","Israel","mid","Clear",,"slight delay"
"summer","August","Tuesday","Pegasus","Turkey","Israel","short","Clear",,"heavy delay"
"summer","August","Tuesday","El Al","Greece","Israel","short","Clear",,"on time"
"summer","August","Monday","Sun d'Or International Airlines","Poland","Israel","mid","Partly cloudy",,"slight delay"
"summer","August","Monday","El Al","Czechia","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","Neos","Italy","Israel","mid","Moderate or heavy rain with thunder",,"on time"
"summer","August","Tuesday","Swiss","Switzerland","Israel","mid","Clear",,"on time"
"summer","August","Monday","El Al","Netherlands","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","El Al","United States","Israel","long","Partly cloudy",,"slight delay"
"summer","August","Monday","ITA Airways","Italy","Israel","mid","Clear",,"on time"
"summer","August","Monday","Arkia Israeli Airlines","France","Israel","mid","Light rain",,"heavy delay"
"summer","August","Sunday","El Al","Canada","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","Wizz Air","Romania","Israel","mid","Clear",,"slight delay"
"summer","August","Sunday","Delta Air Lines","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","San Marino Executive Aviation","Belgium","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Pegasus","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","Lauda Europe","Austria","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","El Al","Cyprus","Israel","short","Clear",,"on time"
"summer","August","Monday","Ryanair","Germany","Israel","mid","Clear",,"on time"
"summer","August","Monday","Israir Airlines","Egypt","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Air Hamburg","Armenia","Israel","short","Clear",,"on time"
"summer","August","Monday","Aegean Airlines","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","El Al","Hungary","Israel","mid","Clear",,"on time"
"summer","August","Monday","Austrian Airlines","Austria","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Pegasus","Turkey","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Turkish Airlines","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","Lufthansa","Germany","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","El Al","United Kingdom","Israel","long","Clear",,"slight delay"
"summer","August","Monday","Wizz Air","Greece","Israel","short","Partly cloudy",,"slight delay"
"summer","August","Monday","Jetcall","Germany","Israel","mid","Clear",,"on time"
"summer","August","Monday","Emirates","United Arab Emirates","Israel","mid","Sunny",,"on time"
"summer","August","Monday","El Al","Spain","Israel","long","Clear",,"on time"
"summer","August","Monday","Tus Airways","Germany","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Monday","Lufthansa","Germany","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","UPS","Cyprus","Israel","short","Clear",,"slight delay"
"summer","August","Monday","El Al","France","Israel","mid","Light rain",,"slight delay"
"summer","August","Monday","SmartWings","Cyprus","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Challenge Airlines","Cyprus","Israel","short","Clear",,"on time"
"summer","August","Monday","El Al","United Arab Emirates","Israel","mid","Sunny",,"heavy delay"
"summer","August","Monday","Ryanair","Greece","Israel","short","Partly cloudy",,"on time"
"summer","August","Monday","Air Seychelles","Seychelles","Israel","long","Overcast",,"on time"
"summer","August","Monday","Lufthansa","Germany","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","Smartwings","Georgia","Israel","short","Clear",,"on time"
"summer","August","Monday","Pegasus","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","El Al","Germany","Israel","mid","Clear",,"on time"
"summer","August","Monday","Tus Airways","Czechia","Israel","mid","Clear",,"slight delay"
"summer","August","Tuesday","El Al","Georgia","Israel","short","Clear",,"slight delay"
"summer","August","Tuesday","SmartWings","Greece","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Tuesday","ITA Airways","Italy","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","Vueling","Spain","Israel","mid","Clear",,"on time"
"summer","August","Tuesday","El Al","France","Israel","mid","Partly cloudy",,"heavy delay"
"summer","August","Monday","El Al","Switzerland","Israel","mid","Clear",,"slight delay"
"summer","August","Monday","El Al","Spain","Israel","mid","Clear",,"on time"
"summer","August","Monday","LEVEL","Spain","Israel","long","Clear",,"on time"
"summer","August","Monday","Gulf Air","Bahrain","Israel","mid","Clear",,"on time"
"summer","August","Monday","MNG Airlines","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","Wizz Air","Bulgaria","Israel","mid","Clear",,"on time"
"summer","August","Sunday","United Airlines","United States","Israel","long","Partly cloudy",,"on time"
"summer","August","Monday","Pegasus","Turkey","Israel","short","Clear",,"on time"
"summer","August","Monday","SmartWings","Georgia","Israel","short","Clear",,"slight delay"
"summer","August","Monday","Ryanair","Italy","Israel","mid","Clear",,"on time"
"summer","August","Monday","Ryanair","Cyprus","Israel","short","Clear",,"on time"
"summer","August","Monday","Ryanair","Italy","Israel","mid","Partly cloudy",,"on time"
"summer","August","Monday","El Al","Bulgaria","Israel","mid","Clear",,"on time"
"summer","August","Monday","Israir Airlines (Israel-UAE Agreement Livery)","Georgia","Israel","short","Clear",,"on time"
"summer","August","Monday","SmartWings","Cyprus","Israel","short","Clear",,"on time"
